vendor_slug,vendor_name,official_site,logo,logo_source_url,global_block_id,global_block_title,direction_id,direction_title,system_id,system_title,product_group_id,product_group_title,source_direction,source_group,source_area,source_type,show_in_catalog,show_in_vendors,show_on_home,show_in_partners,status,confidence,matched_by,source,notes
aktivstok,АктивСток,https://akstok.com/,assets/img/logos/partners/aktivstok.png,https://akstok.com/wp-content/uploads/2017/09/aktivstok.png,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,drenazhn-sistemy-i-vodootvedenie,Дренажн. системы и водоотведение,ВК / водоотведение,ВК / водоотведение,ВК / водоотведение,ВК / водоотведение,true,true,false,false,published,curated_vendor_slug,aktivstok,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
aktivstok,АктивСток,https://akstok.com/,assets/img/logos/partners/aktivstok.png,https://akstok.com/wp-content/uploads/2017/09/aktivstok.png,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,stormwater-treatment-facilities,Ливнево-очистные сооружения,stormwater-treatment-facilities-group,Ливнево-очистные сооружения,ВК / водоотведение,ВК / водоотведение,ВК / водоотведение,ВК / водоотведение,true,true,false,false,published,curated_vendor_slug,aktivstok,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
aktivstok,АктивСток,https://akstok.com/,assets/img/logos/partners/aktivstok.png,https://akstok.com/wp-content/uploads/2017/09/aktivstok.png,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,external-water-and-sewer-networks,Наружные сети водоснабжения и канализации,los,ЛОС,ВК / водоотведение,ВК / водоотведение,ВК / водоотведение,ВК / водоотведение,true,true,false,false,published,curated_vendor_slug,aktivstok,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
wilo,Wilo,https://wilo.ru/,assets/img/logos/partners/wilo.png,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pumps,Насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,true,true,false,false,published,curated_vendor_slug,wilo,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
wilo,Wilo,https://wilo.ru/,assets/img/logos/partners/wilo.png,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,water-fire-pumps,"Насосное оборудование для ХВС, пожаротушения и автоматического пожаротушения",ВК / насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,true,true,false,false,published,curated_vendor_slug,wilo,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
wilo,Wilo,https://wilo.ru/,assets/img/logos/partners/wilo.png,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,individual-heat-substation,Индивидуальный тепловой пункт,heat-exchanger-and-pumps,"Теплообменник, насосы",ВК / насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,ВК / насосное оборудование,true,true,false,false,published,curated_vendor_slug,wilo,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
ob-lift-kompleks-ds,Обь Лифт-Комплекс ДС,https://www.lkds.ru/,assets/img/logos/vendors/ob-lift-kompleks-ds.png,https://www.lkds.ru/local/templates/general/img/logo.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,automation-and-dispatching,Автоматизация и диспетчеризация,elevator-dispatch-communication,Диспетчерская связь (Лифты),Вертикальный транспорт,Автоматизация и диспетчеризация,Диспетчерская связь лифтов,Диспетчерская связь (Лифты),true,true,false,false,published,curated_vendor_slug,ob-lift-kompleks-ds,official_p0_vendor_batch_20260703,"Official LKDS site logo, catalog hint covers lift dispatch communication."
ob-lift-kompleks-ds,Обь Лифт-Комплекс ДС,https://www.lkds.ru/,assets/img/logos/vendors/ob-lift-kompleks-ds.png,https://www.lkds.ru/local/templates/general/img/logo.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,automation-and-dispatching,Автоматизация и диспетчеризация,avtomatizatsiya-i-dispetcherizatsiya,Автоматизация и диспетчеризация,Вертикальный транспорт,Автоматизация и диспетчеризация,Диспетчерская связь лифтов,Диспетчерская связь (Лифты),true,true,false,false,published,curated_vendor_slug,ob-lift-kompleks-ds,official_p0_vendor_batch_20260703,"Official LKDS site logo, catalog hint covers lift dispatch communication."
doppler,Doppler,https://doppler-lifts.ru,assets/img/logos/vendors/import-20260630/doppler.svg,https://doppler-lifts.ru/wp-content/uploads/2023/04/Doppler_logo-1.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,eskalatory-i-travolatory,Эскалаторы и траволаторы,eskalatory-i-travolatory,Эскалаторы и траволаторы,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,true,true,published,curated_vendor_slug,doppler,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 28. Logo source: official site."
karacharovskiy-mehanicheskiy-zavod,Карачаровский Механический завод,https://kmzlift.ru,assets/img/logos/vendors/import-20260630/karacharovskiy-mehanicheskiy-zavod.svg,https://kmzlift.ru/images_index/logo.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 5. Logo source: official site."
karacharovskiy-mehanicheskiy-zavod,Карачаровский Механический завод,https://kmzlift.ru,assets/img/logos/vendors/import-20260630/karacharovskiy-mehanicheskiy-zavod.svg,https://kmzlift.ru/images_index/logo.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 5. Logo source: official site."
moslift-ao,МОСЛИФТ АО,https://moslift.ru,assets/img/logos/vendors/import-20260630/moslift-ao.svg,https://moslift.ru/local/templates/moslift/assets/images/header-logo-first.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,true,true,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 30. Logo source: official site."
moslift-ao,МОСЛИФТ АО,https://moslift.ru,assets/img/logos/vendors/import-20260630/moslift-ao.svg,https://moslift.ru/local/templates/moslift/assets/images/header-logo-first.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,true,true,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 30. Logo source: official site."
ooo-vtk-promteh,ООО «ВТК «ПРОМТЕХ»,https://vtk-promteh.ru,assets/img/logos/vendors/import-20260630/ooo-vtk-promteh.png,http://vtk-promteh.ru/a/promteh/files/66739/65607/logo_small.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 36. Logo source: official site."
ooo-vtk-promteh,ООО «ВТК «ПРОМТЕХ»,https://vtk-promteh.ru,assets/img/logos/vendors/import-20260630/ooo-vtk-promteh.png,http://vtk-promteh.ru/a/promteh/files/66739/65607/logo_small.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 36. Logo source: official site."
otis-ranee-meteor-lift,Отис - ранее METEOR Lift,https://meteor.ru,assets/img/logos/vendors/import-20260630/otis-ranee-meteor-lift.png,https://meteor.ru/assets/img/blocks/synchro-logo.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,eskalatory-i-travolatory,Эскалаторы и траволаторы,eskalatory-i-travolatory,Эскалаторы и траволаторы,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_vendor_slug,otis-ranee-meteor-lift,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 12. Logo source: official site."
privodnaya-tehnika,Приводная техника,https://privod.ru,assets/img/logos/vendors/import-20260630/privodnaya-tehnika.svg,https://privod.ru/bitrix/templates/privod/images/logo25years.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 26. Logo source: official site."
privodnaya-tehnika,Приводная техника,https://privod.ru,assets/img/logos/vendors/import-20260630/privodnaya-tehnika.svg,https://privod.ru/bitrix/templates/privod/images/logo25years.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 26. Logo source: official site."
sankt-peterburgskiy-liftovoy-zavod,САНКТ-ПЕТЕРБУРГСКИЙ ЛИФТОВОЙ ЗАВОД,https://lzspb.com,assets/img/logos/vendors/import-20260630/sankt-peterburgskiy-liftovoy-zavod.svg,https://lzspb.com/local/templates/lzspb/img/logo.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 20. Logo source: official site."
sankt-peterburgskiy-liftovoy-zavod,САНКТ-ПЕТЕРБУРГСКИЙ ЛИФТОВОЙ ЗАВОД,https://lzspb.com,assets/img/logos/vendors/import-20260630/sankt-peterburgskiy-liftovoy-zavod.svg,https://lzspb.com/local/templates/lzspb/img/logo.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 20. Logo source: official site."
serpuhovskiy-liftostroitelnyy-zavod,Серпуховский лифтостроительный завод,https://slz-lift.ru,assets/img/logos/vendors/import-20260630/serpuhovskiy-liftostroitelnyy-zavod.svg,https://slz-lift.ru/local/templates/slz-lift.v2/images/logo-grey.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 15. Logo source: official site."
serpuhovskiy-liftostroitelnyy-zavod,Серпуховский лифтостроительный завод,https://slz-lift.ru,assets/img/logos/vendors/import-20260630/serpuhovskiy-liftostroitelnyy-zavod.svg,https://slz-lift.ru/local/templates/slz-lift.v2/images/logo-grey.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 15. Logo source: official site."
sovremennye-liftovye-tehnologii,Современные лифтовые технологии,https://sltlift.ru,assets/img/logos/vendors/import-20260630/sovremennye-liftovye-tehnologii.svg,https://sltlift.ru/markup/build/img/logo.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 25. Logo source: official site."
sovremennye-liftovye-tehnologii,Современные лифтовые технологии,https://sltlift.ru,assets/img/logos/vendors/import-20260630/sovremennye-liftovye-tehnologii.svg,https://sltlift.ru/markup/build/img/logo.svg,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 25. Logo source: official site."
chelyabinskiy-liftostroitelnyy-zavod-vitchel,ЧЕЛЯБИНСКИЙ ЛИФТОСТРОИТЕЛЬНЫЙ ЗАВОД «ВИТЧЕЛ»,https://witchel.ru,assets/img/logos/vendors/import-20260630/chelyabinskiy-liftostroitelnyy-zavod-vitchel.png,https://witchel.ru/wp-content/uploads/2017/05/logo.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 17. Logo source: official site."
chelyabinskiy-liftostroitelnyy-zavod-vitchel,ЧЕЛЯБИНСКИЙ ЛИФТОСТРОИТЕЛЬНЫЙ ЗАВОД «ВИТЧЕЛ»,https://witchel.ru,assets/img/logos/vendors/import-20260630/chelyabinskiy-liftostroitelnyy-zavod-vitchel.png,https://witchel.ru/wp-content/uploads/2017/05/logo.png,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",Вертикальный транспорт,Вертикальный транспорт,Вертикальный транспорт,Лифты,true,true,false,false,published,curated_type_alias,Лифты,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Лифты , row 17. Logo source: official site."
akvalid,Аквалид,https://aqualid.ru/,assets/img/logos/partners/aqualid.svg,https://static.tildacdn.com/tild6264-3533-4535-a366-363135623431/photo.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pipes-and-accessories,Трубы и аксессуары для трубопровода,Водоподготовка,Водоподготовка,Водоподготовка,Водоподготовка,true,true,false,false,published,curated_vendor_slug,akvalid,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
akvalid,Аквалид,https://aqualid.ru/,assets/img/logos/partners/aqualid.svg,https://static.tildacdn.com/tild6264-3533-4535-a366-363135623431/photo.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,goryachee-vodosnabzhenie,Горячее водоснабжение,Водоподготовка,Водоподготовка,Водоподготовка,Водоподготовка,true,true,false,false,published,curated_vendor_slug,akvalid,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
akvalid,Аквалид,https://aqualid.ru/,assets/img/logos/partners/aqualid.svg,https://static.tildacdn.com/tild6264-3533-4535-a366-363135623431/photo.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-valves-safety-control,"Запорная, предохранительная и регулирующая арматура",Водоподготовка,Водоподготовка,Водоподготовка,Водоподготовка,true,true,false,false,published,curated_vendor_slug,akvalid,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
akvalid,Аквалид,https://aqualid.ru/,assets/img/logos/partners/aqualid.svg,https://static.tildacdn.com/tild6264-3533-4535-a366-363135623431/photo.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-treatment,Водоподготовка,water-treatment-equipment,Водоподготовка,Водоподготовка,Водоподготовка,Водоподготовка,Водоподготовка,true,true,false,false,published,curated_vendor_slug,akvalid,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
rusinzh,РусИнж,https://www.rusinzh.ru/,assets/img/logos/vendors/rusinzh.svg,https://www.rusinzh.ru/wa-data/public/site/themes/supreme/img/logo.svg?v1631525408,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,industrial-electric-water-heaters,Накопительные электрические промышленные водонагреватели,Водоснабжение и водоотведение,Водоотведение,Промышленные водонагреватели,Накопительные электрические промышленные водонагреватели,true,true,false,false,published,curated_vendor_slug,rusinzh,official_p1_vendor_hint_batch_20260703,"Official РусИнж header logo, catalog brand hint covers industrial electric storage water heaters."
danfoss,Danfoss,https://www.danfoss.com/en/,assets/img/logos/partners/danfoss.svg,https://www.danfoss.com/static/images/new-logo.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,zapornaya-i-reguliruyuschaya-armatura,Запорная и регулирующая арматура,Водоснабжение и водоотведение,Водоснабжение,Запорная арматура,Запорная и регулирующая арматура,true,true,false,false,published,curated_type_alias,Запорная и регулирующая арматура,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
danfoss,Danfoss,https://www.danfoss.com/en/,assets/img/logos/partners/danfoss.svg,https://www.danfoss.com/static/images/new-logo.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-valves-safety-control,"Запорная, предохранительная и регулирующая арматура",Водоснабжение и водоотведение,Водоснабжение,Запорная арматура,Запорная и регулирующая арматура,true,true,false,false,published,curated_type_alias,Запорная и регулирующая арматура,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
rehau,REHAU,https://rhsolutions.ru/,assets/img/logos/partners/rehau.svg,https://rhsolutions.ru/,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pipes-and-accessories,Трубы и аксессуары для трубопровода,Водоснабжение и водоотведение,Водоснабжение,Трубопроводные системы,Трубопроводные системы водоснабжения,true,true,false,false,published,curated_type_alias,Трубопроводные системы водоснабжения,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
rehau,REHAU,https://rhsolutions.ru/,assets/img/logos/partners/rehau.svg,https://rhsolutions.ru/,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,goryachee-vodosnabzhenie,Горячее водоснабжение,Водоснабжение и водоотведение,Водоснабжение,Трубопроводные системы,Трубопроводные системы водоснабжения,true,true,false,false,published,curated_type_alias,Трубопроводные системы водоснабжения,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
sanext,Sanext,https://sanext.ru/,assets/img/logos/partners/sanext.svg,https://sanext.ru/,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pipes-and-accessories,Трубы и аксессуары для трубопровода,Водоснабжение и водоотведение,Водоснабжение,Трубопроводные системы,Трубопроводные системы водоснабжения,true,true,false,false,published,curated_type_alias,Трубопроводные системы водоснабжения,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
sanext,Sanext,https://sanext.ru/,assets/img/logos/partners/sanext.svg,https://sanext.ru/,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,goryachee-vodosnabzhenie,Горячее водоснабжение,Водоснабжение и водоотведение,Водоснабжение,Трубопроводные системы,Трубопроводные системы водоснабжения,true,true,false,false,published,curated_type_alias,Трубопроводные системы водоснабжения,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
uponor,Uponor,https://uponor.company/,assets/img/logos/partners/uponor-clean.png,https://uponor.company/wp-content/themes/upanor-wp/images/logo.png,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pipes-and-accessories,Трубы и аксессуары для трубопровода,Водоснабжение и водоотведение,Водоснабжение,Трубопроводные системы,Трубопроводные системы водоснабжения,true,true,false,false,published,curated_type_alias,Трубопроводные системы водоснабжения,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
uponor,Uponor,https://uponor.company/,assets/img/logos/partners/uponor-clean.png,https://uponor.company/wp-content/themes/upanor-wp/images/logo.png,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,goryachee-vodosnabzhenie,Горячее водоснабжение,Водоснабжение и водоотведение,Водоснабжение,Трубопроводные системы,Трубопроводные системы водоснабжения,true,true,false,false,published,curated_type_alias,Трубопроводные системы водоснабжения,partner_catalog_backfill_20260702,"Backfilled from confirmed partner source for catalog vendor coverage, official site/logo already tracked in partners data."
vzljot,ВЗЛЕТ,https://vzljot.ru/,assets/img/logos/vendors/vzljot.svg,https://vzljot.ru/#inline-header-logo,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,uzly-ucheta-vody,Узлы учета воды,Водоснабжение и водоотведение,Водоснабжение,Узлы учета воды,Узлы учета воды,true,true,false,false,published,curated_vendor_slug,vzljot,official_p2_remaining_groups_20260706,"Official site title identifies VZLJOT as manufacturer of liquid, heat and gas metering devices, logo extracted from official inline SVG header."
polyplastic,ПОЛИПЛАСТИК,https://www.polyplastic.ru/,assets/img/logos/vendors/polyplastic.svg,https://www.polyplastic.ru/sites/all/themes/polyplastic_rustamus/logo_blue.svg,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,external-water-and-sewer-networks,Наружные сети водоснабжения и канализации,naruzhnye-seti-vodosnabzheniya-i-kanalizatsii,Наружные сети водоснабжения и канализации,Водоснабжение и водоотведение,Наружные сети водоснабжения и канализации,Наружные сети водоснабжения и канализации,Наружные сети водоснабжения и канализации,true,true,false,false,published,curated_vendor_slug,polyplastic,official_p2_remaining_groups_20260706,"Official site title identifies POLYPLASTIC Group as polymer pipe manufacturer, logo from official theme asset."
gazoanalit,НПП «ГазоАналит»,https://gazoanalit.ru/,assets/img/logos/vendors/gazoanalit.jpg,https://gazoanalit.ru/img/logo70-70.jpg,engineering-equipment,Инженерное оборудование,gas,Газоснабжение,gas-analysis,Газоанализаторы,gas-analyzers,Газоанализаторы,Газоснабжение,Газоанализаторы,Газоанализаторы,Газоанализаторы,true,true,false,false,published,exact_catalog_match,Газоанализаторы,official_catalog_hint_gas_analyzers_20260703,"Official site identifies ООО НПП ГазоАналит as a manufacturer/system integrator of gas analysis systems. Official 70x70 logo image is used without redraw, mapped only to gas analyzers."
tiflocentre,Тифлоцентр,https://tiflocentre.ru/,assets/img/logos/vendors/tiflocentre.svg,https://tiflocentre.ru/images/site/tiflocentre-logo.svg,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,ramps,Пандусы,folding-ramps,Откидные,Доступная среда,Пандусы / подъемники / поручни,Доступная среда,"Пандусы, подъемники, поручни, рампы и трапы",true,true,false,false,published,curated_vendor_slug,tiflocentre,official_p1_vendor_hint_batch_20260703,"Official Тифлоцентр logo from official site, catalog hints cover accessible environment groups."
tiflocentre,Тифлоцентр,https://tiflocentre.ru/,assets/img/logos/vendors/tiflocentre.svg,https://tiflocentre.ru/images/site/tiflocentre-logo.svg,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,accessibility-lifters-system,Подъемники,accessibility-lifts,Подъемники,Доступная среда,Пандусы / подъемники / поручни,Доступная среда,"Пандусы, подъемники, поручни, рампы и трапы",true,true,false,false,published,curated_vendor_slug,tiflocentre,official_p1_vendor_hint_batch_20260703,"Official Тифлоцентр logo from official site, catalog hints cover accessible environment groups."
tiflocentre,Тифлоцентр,https://tiflocentre.ru/,assets/img/logos/vendors/tiflocentre.svg,https://tiflocentre.ru/images/site/tiflocentre-logo.svg,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,handrails,Поручни,accessibility-handrails,Поручни,Доступная среда,Пандусы / подъемники / поручни,Доступная среда,"Пандусы, подъемники, поручни, рампы и трапы",true,true,false,false,published,curated_vendor_slug,tiflocentre,official_p1_vendor_hint_batch_20260703,"Official Тифлоцентр logo from official site, catalog hints cover accessible environment groups."
tiflocentre,Тифлоцентр,https://tiflocentre.ru/,assets/img/logos/vendors/tiflocentre.svg,https://tiflocentre.ru/images/site/tiflocentre-logo.svg,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,ramps-and-traps,Рампы и трапы,accessibility-ramps-and-traps,Рампы и трапы,Доступная среда,Пандусы / подъемники / поручни,Доступная среда,"Пандусы, подъемники, поручни, рампы и трапы",true,true,false,false,published,curated_vendor_slug,tiflocentre,official_p1_vendor_hint_batch_20260703,"Official Тифлоцентр logo from official site, catalog hints cover accessible environment groups."
tiflocentre,Тифлоцентр,https://tiflocentre.ru/,assets/img/logos/vendors/tiflocentre.svg,https://tiflocentre.ru/images/site/tiflocentre-logo.svg,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,vertikalnoe-peremeschenie,Вертикальное перемещение,podemnye-platformy,Подъемные платформы,Доступная среда,Пандусы / подъемники / поручни,Доступная среда,"Пандусы, подъемники, поручни, рампы и трапы",true,true,false,false,published,curated_vendor_slug,tiflocentre,official_p1_vendor_hint_batch_20260703,"Official Тифлоцентр logo from official site, catalog hints cover accessible environment groups."
tiflocentre,Тифлоцентр,https://tiflocentre.ru/,assets/img/logos/vendors/tiflocentre.svg,https://tiflocentre.ru/images/site/tiflocentre-logo.svg,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,vhodnaya-gruppa,Входная группа,pandusy,Пандусы,Доступная среда,Пандусы / подъемники / поручни,Доступная среда,"Пандусы, подъемники, поручни, рампы и трапы",true,true,false,false,published,curated_vendor_slug,tiflocentre,official_p1_vendor_hint_batch_20260703,"Official Тифлоцентр logo from official site, catalog hints cover accessible environment groups."
