priority,status,issues,block_id,block,direction_id,direction,system_id,system,product_group_id,product_group,page,product_types_count,product_types,catalog_brands_count,catalog_brands,vendor_count,vendors,vendor_logo_count,vendor_missing_logo_count,image,image_exists,image_width,image_height,image_bytes,image_sha12,image_ahash,image_brightness,image_contrast,image_entropy,exact_duplicate_count,visual_duplicate_count
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,sanitary-equipment,Сантехническое оборудование,wall-hung-toilet-kit,Комплект для подвесного унитаза,solution-water-sanitary-equipment.html,4,инсталляция; подвесной унитаз; кнопка смыва; комплект инсталляции,7,Славен; Roca; Geberit; Jika; Ideal; Rosa; Santek,2,Roca; Santek,2,0,assets/img/solutions/detail/water/water-sanitary-equipment-wall-hung-toilet-kit.webp,true,1200,900,49324,ba8fee31cc33,e8a42c8c1818f0ff,43.6,48.2,6.73,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,sanitary-equipment,Сантехническое оборудование,bathroom-complectation,Комплектация санузла,solution-water-sanitary-equipment.html,5,унитазы; раковины; душевые системы; аксессуары санузла; комплект сантехники,6,Idea; Roca; Центр Сантехники; Santeri; Sanita; Santek,21,"SALINI; Торговый Дом ""МИСТИ""; AQUAPOLIS; LEO center; АЛЬТЕРПЛАСТ; ГАЛЛОП; ГЛОБУС СТАЛЬ; Завод РВК; НПП ""ЮНИКОР""; Новоуральский трубный завод; ООО «Приволжский Завод Металлоизделий»; ООО ДКО ПОЛИПЛАСТИК; ООО НПО ""АВЕКТРА; ООО ПК ""Поли-Групп""; ООО Трубный завод; РТР; ЭВАН; Sanita; Santeri; Roca; Santek",21,0,assets/img/solutions/detail/water/water-sanitary-equipment-bathroom-complectation.webp,true,1200,900,69788,6f234acaa6ab,00047cf0fede7030,70.9,43.0,7.11,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,sanitary-equipment,Сантехническое оборудование,rakoviny-i-unitazy,Раковины и унитазы,solution-water-sanitary-equipment.html,1,Раковины и унитазы,0,,20,"SALINI; AQUAPOLIS; LEO center; АЛЬТЕРПЛАСТ; ГАЛЛОП; ГЛОБУС СТАЛЬ; Завод РВК; НПП ""ЮНИКОР""; Новоуральский трубный завод; ООО «Приволжский Завод Металлоизделий»; ООО ДКО ПОЛИПЛАСТИК; ООО НПО ""АВЕКТРА; ООО ПК ""Поли-Групп""; ООО Трубный завод; РТР; ЭВАН; Sanita; Santeri; Roca; Santek",20,0,assets/img/solutions/detail/water/water-sanitary-equipment-rakoviny-i-unitazy.webp,true,1200,900,128328,1cf954b99274,30f1e4e0333b1d0f,60.5,52.7,7.17,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,sanitary-equipment,Сантехническое оборудование,sanfayans,Санфаянс,solution-water-sanitary-equipment.html,5,Унитазы; Писсуары; Раковины; Мойки; Душевые поддоны,0,,20,"SALINI; AQUAPOLIS; LEO center; АЛЬТЕРПЛАСТ; ГАЛЛОП; ГЛОБУС СТАЛЬ; Завод РВК; НПП ""ЮНИКОР""; Новоуральский трубный завод; ООО «Приволжский Завод Металлоизделий»; ООО ДКО ПОЛИПЛАСТИК; ООО НПО ""АВЕКТРА; ООО ПК ""Поли-Групп""; ООО Трубный завод; РТР; ЭВАН; Sanita; Santeri; Roca; Santek",20,0,assets/img/solutions/detail/water/water-sanitary-equipment-sanfayans.webp,true,1200,900,130606,02fadd506aff,00684c5fecf61a3c,43.8,45.9,6.80,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,sanitary-equipment,Сантехническое оборудование,mixers,Смесители,solution-water-sanitary-equipment.html,4,смесители для раковины; смесители для ванны; душевые смесители; термостатические смесители,6,АНИ Пласт; Ideal; Славен; Roca; Профсан; Центр Сантехники,15,"AQUAPOLIS; LEO center; АЛЬТЕРПЛАСТ; ГАЛЛОП; ГЛОБУС СТАЛЬ; Завод РВК; НПП ""ЮНИКОР""; Новоуральский трубный завод; ООО «Приволжский Завод Металлоизделий»; ООО ДКО ПОЛИПЛАСТИК; ООО НПО ""АВЕКТРА; ООО ПК ""Поли-Групп""; ООО Трубный завод; РТР; ЭВАН",15,0,assets/img/solutions/detail/water/v12/water-mixers-v12.webp,true,1200,900,83672,30bb2b589b9a,f0f0f0f8fcf46026,49.4,35.0,6.74,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,gas,Газоснабжение,gas-analysis,Газоанализаторы,gas-analyzers,Газоанализаторы,solution-gas-gas-analysis.html,6,стационарные газоанализаторы; переносные газоанализаторы; сигнализаторы загазованности; датчики газа; контроллеры газоанализа; принадлежности и поверочные комплекты,1,Научно-производственное предприятие ГазоАнализ,1,НПП «ГазоАналит»,1,0,assets/img/solutions/detail/gas/gas-gas-analysis-gas-analyzers.webp,true,1200,900,39658,0ebec8bc9d8d,003e3f277f7b0181,44.1,29.1,6.46,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,vertikalnoe-peremeschenie,Вертикальное перемещение,podemnye-platformy,Подъемные платформы,solution-accessibility-vertikalnoe-peremeschenie.html,1,Подъемные платформы,0,,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-vertikalnoe-peremeschenie-podemnye-platformy.webp,true,1200,900,84690,c3d6364b98e0,08e0e3ee60e0c1f7,53.8,35.7,6.78,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,vhodnaya-gruppa,Входная группа,pandusy,Пандусы,solution-accessibility-vhodnaya-gruppa.html,5,Поручни; Противоскользящие покрытие; Кнопки вызова персонала; Контрастная маркировка дверей; Рампы и трапы,0,,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-vhodnaya-gruppa-pandusy.webp,true,1200,900,114908,ab180360ffca,2060000f7ff0067c,52.2,41.7,6.70,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,informatsionnoe-obespechenie,Информационное обеспечение,informatsionnoe-obespechenie,Информационное обеспечение,solution-accessibility-informatsionnoe-obespechenie.html,1,Информационное обеспечение,0,,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-informatsionnoe-obespechenie-informatsionnoe-obespechenie.webp,true,1200,900,78020,3d82a6633698,043e1c1818435f1f,33.3,33.2,6.37,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,ramps,Пандусы,folding-ramps,Откидные,solution-accessibility-ramps.html,5,откидные пандусы; стационарные пандусы; модульные пандусы; телескопические пандусы; комплектующие пандусов,4,Тифлоцентр; Доступная страна; ООО ТД ДС; Завод специального оборудования,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-ramps-folding-ramps.webp,true,1200,900,147652,0cca75e0519e,002028fc3c1e1f78,65.2,50.4,7.29,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,parkovochnye-mesta,Парковочные места,dorozhnye-znaki,Дорожные знаки,solution-accessibility-parkovochnye-mesta.html,1,Дорожная разметка,0,,1,РусДорЗнак,1,0,assets/img/solutions/detail/accessibility/accessibility-parkovochnye-mesta-dorozhnye-znaki.webp,true,1200,900,62902,f8204ef480eb,60787878383b7110,45.2,31.5,6.62,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,accessibility-lifters-system,Подъемники,accessibility-lifts,Подъемники,solution-accessibility-accessibility-lifters-system.html,5,вертикальные подъемники; наклонные подъемники; платформенные подъемники; лестничные подъемники; комплектующие подъемников,4,Veara; РОСЬ; Тифлоцентр; Лазер-НН,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-accessibility-lifters-system-accessibility-lifts.webp,true,1200,900,97810,ff8a53a7d49a,81b1b0d2c39f0e00,35.6,33.7,6.25,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,handrails,Поручни,accessibility-handrails,Поручни,solution-accessibility-handrails.html,6,поручни настенные; поручни напольные; поручни для санузлов; поручни для пандусов; ограждения; комплектующие,5,Тифлоцентр; Доступная страна; ООО ТД ДС; Завод специального оборудования; Тверской Завод поручней,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-handrails-accessibility-handrails.webp,true,1200,900,98768,a2c1c3e4042b,b03e9efe3f1c0000,49.3,36.7,6.42,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,puti-dvizheniya-po-territorii,Пути движения по территории,taktilnaya-plitka,Тактильная плитка,solution-accessibility-puti-dvizheniya-po-territorii.html,1,Тактильная плитка,0,,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-puti-dvizheniya-po-territorii-taktilnaya-plitka.webp,true,1200,900,111730,3dade6829565,00001c3e7e1e0471,54.8,51.8,6.92,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,accessibility,Доступная среда,ramps-and-traps,Рампы и трапы,accessibility-ramps-and-traps,Рампы и трапы,solution-accessibility-ramps-and-traps.html,6,рампы; трапы; мобильные рампы; перекатные рампы; пороговые трапы; комплектующие,4,Тифлоцентр; Доступная страна; ООО ТД ДС; Завод специального оборудования,1,Тифлоцентр,1,0,assets/img/solutions/detail/accessibility/accessibility-ramps-and-traps-accessibility-ramps-and-traps.webp,true,1200,900,85046,6dd9c7fc02ed,1c7e7e7e78200002,38.3,33.1,6.17,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,individual-heat-substation,Индивидуальный тепловой пункт,heat-exchanger-and-pumps,"Теплообменник, насосы",solution-hvac-individual-heat-substation.html,7,пластинчатые теплообменники; циркуляционные насосы; насосные группы; регулирующая арматура; балансировочная арматура; автоматика ИТП; блочные тепловые пункты,2,Ридан; СпецПромАрматура,2,Wilo; ООО «Джетекс»,2,0,assets/img/solutions/detail/hvac/hvac-individual-heat-substation-heat-exchanger-and-pumps.webp,true,1200,900,109166,f8cc27a55028,003cbca4f0fb80f0,39.3,44.6,6.53,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,heating-radiators,Радиаторы,konvektory,Конвекторы,solution-hvac-heating-radiators.html,1,Конвекторы,0,,2,PRADO; RIFAR,2,0,assets/img/solutions/detail/hvac/hvac-heating-radiators-konvektory.webp,true,1200,900,149788,c0e14eb26340,0f0f060c1f1d0c0f,58.7,51.5,7.20,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,heating-radiators,Радиаторы,radiatory,Радиаторы,solution-hvac-heating-radiators.html,6,Биметаллические; Стальные панельные; Стальные трубчатые; Алюминиевые; Чугунные; Конвекторы,0,,3,PRADO; RIFAR; Solur aluminium Company,3,0,assets/img/solutions/detail/hvac/hvac-heating-radiators-radiatory.webp,true,1200,900,92498,20c6042660c9,00105410f0f6137f,44.3,49.4,6.74,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,heating-radiators,Радиаторы,bimetallic-radiators,Радиаторы биметаллические,solution-hvac-heating-radiators.html,3,секционные биметаллические радиаторы; монолитные биметаллические радиаторы; комплектующие для подключения,4,Теплоприбор; Металлсервис; RIFAR; Сантехпром,3,PRADO; RIFAR; Solur aluminium Company,3,0,assets/img/solutions/detail/hvac/hvac-heating-radiators-bimetallic-radiators.webp,true,1200,900,95182,9d29647fc833,00003f3f7f6e0c00,89.3,60.8,7.48,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,heating-radiators,Радиаторы,steel-panel-radiators,Радиаторы стальные панельные,solution-hvac-heating-radiators.html,4,стальные панельные радиаторы; радиаторы с боковым подключением; радиаторы с нижним подключением; комплектующие для радиаторов,3,PRADO; RIFAR; Росма,3,PRADO; RIFAR; Solur aluminium Company,3,0,assets/img/solutions/detail/hvac/hvac-heating-radiators-steel-panel-radiators.webp,true,1200,900,120028,3fc9ee0b806f,01010101f1ff1f1e,67.2,47.7,7.22,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,air-ventilation,Система вентиляции воздуха,ventilation-system,Система вентиляции,solution-hvac-air-ventilation.html,8,приточные установки; вытяжные установки; приточно-вытяжные установки; канальное оборудование; воздуховоды; вентиляторы; решетки и диффузоры; автоматика вентиляции,5,Корф; СВОК; СВЕЗА; NED; Ялка,18,"ООО Невидимые решетки; KORF; Clivet; KENTATSU; MIDEA; VAKIO; ВЕНТАРТ ГРУПП ООО; ВЕНТИНФОРМ ООО; ВЕНТСИСТЕМС ООО; ВТС ООО; Вентиляционный завод Виктория; ГРАДВЕНТ ООО; ГРУППА КОМПАНИЙ ПОЛЕКС ООО; ДЫМОХОД ООО; КЛИМАТВЕНТМАШ; ООО ""ПАНОРАМАВЕНТ""; ООО Вентилиционные системы; ЯЛКА ООО",18,0,assets/img/solutions/detail/hvac/hvac-air-ventilation-ventilation-system.webp,true,1200,900,139240,82c9b324d4aa,000020fdff5f1fbf,122.2,57.0,7.60,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,air-ventilation,Система вентиляции воздуха,air-disinfection-system,Система обеззараживания воздуха,solution-hvac-air-ventilation.html,4,установки обеззараживания воздуха; рециркуляторы; очистители воздуха; фильтрующие модули,1,Аэролайф,1,KORF,1,0,assets/img/solutions/detail/hvac/hvac-air-ventilation-air-disinfection-system.webp,true,1200,900,105098,5ba4627225de,00071ffefcf80003,62.4,58.5,7.14,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,air-conditioning,Система кондиционирования воздуха,vrf-vrv-i-split-sistemy,"VRF, VRV и сплит системы",solution-hvac-air-conditioning.html,1,"VRF, VRV и сплит системы",0,,3,Clivet; KENTATSU; MIDEA,3,0,assets/img/solutions/detail/hvac/v12/hvac-vrf-vrv-split-v12.webp,true,1200,900,89998,acc51b0bab61,008080b8fcfe3cc0,48.9,53.0,6.69,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,air-conditioning,Система кондиционирования воздуха,vrf-vrv-and-split-systems,"VRF, VRV и сплит-системы",solution-hvac-air-conditioning.html,7,VRF системы; VRV системы; мультисплит-системы; сплит-системы; наружные блоки; внутренние блоки; фреоновые трассы и аксессуары,6,MIDEA; DAIKIN; BOSCH; KENTATSU; Clivet; Toshiba,3,Clivet; KENTATSU; MIDEA,3,0,assets/img/solutions/detail/hvac/hvac-air-conditioning-vrf-vrv-and-split-systems.webp,true,1200,900,127126,e9c8d7eea899,383c0ee0c0c0fd7c,52.0,42.3,6.93,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,teplovye-zavesy,Тепловые завесы,teplovye-zavesy,Тепловые завесы,solution-hvac-teplovye-zavesy.html,3,Электрические; Водяные; Воздушные,0,,2,Ballu; Тепломаш,2,0,assets/img/solutions/detail/hvac/hvac-teplovye-zavesy-teplovye-zavesy.webp,true,1200,900,88790,5db6a46a2b63,c6fefe8e8e060000,51.6,28.3,6.52,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,hvac,ОВиК и тепловые сети,teplovye-seti,Тепловые сети,truba-v-ppu,Труба в ППУ,solution-hvac-teplovye-seti.html,1,Труба в ППУ,0,,12,K-FLEX; Завод Теплоизоляции УМК; Завод изоляции труб компании СТС Изоляция; Компания «Теплоизоляция-Холдинг»; ООО «ИКАПЛАСТ»; ООО «ПК ТеплоЭнергоПласт»; ООО «ТеплоСетьИзол»; ООО «Теплосеть»; ООО СЗТОиМ»; ПК СЗ «СТРОЙИЗОЛЯЦИЯ»; Северо-Западная Трубная Гидроизоляционная Компания; ООО«СИБПРОМ»,12,0,assets/img/solutions/detail/hvac/hvac-teplovye-seti-truba-v-ppu.webp,true,1200,900,77564,13d54dcf8c15,1e1e1f0c0c380038,48.9,47.1,6.91,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,automatic-sprinkler-fire-extinguishing,Автоматическое (спринклерное) пожаротушение,solution-fire-automatic-fire-alarm.html,6,спринклерные оросители; дренчерные оросители; узлы управления; насосные группы; фитинги и трубопроводы; комплектующие спринклерной системы,2,ГК Гефест; ЗАО ПО Спецавтоматика,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-automatic-sprinkler-fire-extinguishing.webp,true,1200,900,95510,2c1f2876e1b7,00f8fe3e3a3849c1,48.8,32.3,6.76,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,avtomaticheskoe-sprinklernoe-pozharotushenie,Автоматическое спринклерное пожаротушение,solution-fire-automatic-fire-alarm.html,1,Автоматическое спринклерное пожаротушение,0,,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-avtomaticheskoe-sprinklernoe-pozharotushenie.webp,true,1200,900,97642,a7f8797ad6ab,2000000177257fff,34.2,25.0,6.17,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,autonomous-fire-extinguishing-system,Автономная система пожаротушения,solution-fire-automatic-fire-alarm.html,5,автономные модули пожаротушения; пиротехнические модули; аэрозольные установки; локальные системы тушения; комплекты автономного тушения,1,АСТ Пирохимика,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-autonomous-fire-extinguishing-system.webp,true,1200,900,79906,9c0b9b0413b6,ff81c407070e06c0,84.6,46.2,7.42,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,aerozolnoe-pozharotushenie,Аэрозольное пожаротушение,solution-fire-automatic-fire-alarm.html,1,Аэрозольное пожаротушение,0,,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-aerozolnoe-pozharotushenie.webp,true,1200,900,104982,0404a58da21f,e678f8a040201c18,34.5,35.5,6.43,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,internal-fire-extinguishing,Внутреннее пожаротушение,solution-fire-automatic-fire-alarm.html,6,пожарные шкафы; пожарные краны; рукава; стволы; комплекты ВПВ; пожарный инвентарь,1,НПО Пульс,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-internal-fire-extinguishing.webp,true,1200,900,99438,c08421f6afbc,4040e0eccc746ffe,39.5,33.6,6.67,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,vodyanoe-pozharotushenie,Водяное пожаротушение,solution-fire-automatic-fire-alarm.html,1,Водяное пожаротушение,0,,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-vodyanoe-pozharotushenie.webp,true,1200,900,171314,eb535d9e9d79,00c0f0ff300c7f08,34.7,31.7,6.34,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,gazovoe-pozharotushenie,Газовое пожаротушение,solution-fire-automatic-fire-alarm.html,1,Газовое пожаротушение,0,,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-gazovoe-pozharotushenie.webp,true,1200,900,150412,0d705da95fec,0038bcbc38303e3c,43.9,43.8,6.83,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,emergency-notification-and-control-equipment,"Оборудование для экстренного уведомления и контроля (СПС, СКУД, СОТС)",solution-fire-automatic-fire-alarm.html,6,кнопки экстренного вызова; терминалы контроля; контроллеры; считыватели; системы уведомления; интеграционные модули,2,Рубеж; BIOSMART,2,НВП Болид; Рубеж,2,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-emergency-notification-and-control-equipment.webp,true,1200,900,73154,3f1f8efa3370,f8d1c040501a7e1f,37.6,35.6,6.49,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,security-and-fire-alarm,Охранно-пожарная сигнализация,solution-fire-automatic-fire-alarm.html,7,приемно-контрольные приборы; пожарные извещатели; охранные извещатели; оповещатели; модули управления; источники питания; ПО и панели индикации,5,Рубеж Global; ЗЕВС; Аргус-Спектр; Луис+; LPA,3,"НВП Болид; Рубеж; ООО НПП ""МАГНИТО-КОНТАКТ""",3,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-security-and-fire-alarm.webp,true,1200,900,64902,accc50b1e693,40715b191900073f,53.0,36.6,6.58,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,poroshkovoe-pozharotushenie,Порошковое пожаротушение,solution-fire-automatic-fire-alarm.html,1,Порошковое пожаротушение,0,,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-poroshkovoe-pozharotushenie.webp,true,1200,900,109074,25326cb25c37,00000e0e0e0e0f0e,45.9,44.6,6.86,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,protivodymnaya-zaschita-i-avtomaticheskoe-pozharotushenie,Противодымная защита и автоматическое пожаротушение,solution-fire-automatic-fire-alarm.html,1,Противодымная защита и автоматическое пожаротушение,0,,2,НВП Болид; Рубеж,2,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-protivodymnaya-zaschita-i-avtomaticheskoe-pozharotushenie.webp,true,1200,900,158364,22a368000675,002643687890fe7e,45.2,36.7,6.85,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,soue,СОУЭ,solution-fire-automatic-fire-alarm.html,1,СОУЭ,0,,2,НВП Болид; Рубеж,2,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-soue.webp,true,1200,900,123614,5f077b0a1fc4,0787ce4c4c080f0f,42.2,33.5,6.71,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,automatic-fire-extinguishing-systems,Системы автоматического пожаротушения,solution-fire-automatic-fire-alarm.html,12,модули пожаротушения; шкафы управления; пусковые устройства; датчики и извещатели; комплектующие АУПТ; спринклерные установки; дренчерные установки; водяное пожаротушение; газовое пожаротушение; порошковое пожаротушение; насосные группы; узлы управления,2,ЭФЕР; Эпатос,1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-automatic-fire-extinguishing-systems.webp,true,1200,900,216770,13f375467d16,4070f7ff00081c7c,95.5,66.2,7.74,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,fire-alarm-systems,Системы пожарной сигнализации,solution-fire-automatic-fire-alarm.html,7,приборы приёмно-контрольные; пожарные извещатели; ручные извещатели; оповещатели; модули и контроллеры; источники питания; кабель и комплектующие,0,,2,НВП Болид; Рубеж,2,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-fire-alarm-systems.webp,true,1200,900,79514,34819542bf60,7c7c3f3d18c05400,49.8,36.2,6.63,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,fire,Пожарная безопасность,automatic-fire-alarm,АПС,automatic-gas-fire-extinguishing,Установки автоматического газового пожаротушения,solution-fire-automatic-fire-alarm.html,6,модули газового пожаротушения; баллоны и батареи; шкафы управления; насадки; трубная обвязка; комплектующие АУГПТ,5,Заря; Холдинг ОСК групп; Пожарная автоматика; Луис+; АУГПТ (ЛПТ),1,Спецавтоматика,1,0,assets/img/solutions/detail/fire/fire-automatic-fire-alarm-automatic-gas-fire-extinguishing.webp,true,1200,900,128586,e301a923e8b0,ff3f1f07181878fc,123.5,66.2,7.65,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,low-current,Слаботочные сети и связь,video-surveillance-and-network-equipment,Видеонаблюдение и сетевое оборудование,active-lan-equipment,Активное оборудование ЛВС,solution-low-current-video-surveillance-and-network-equipment.html,7,коммутаторы доступа; коммутаторы агрегации; маршрутизаторы; точки доступа Wi-Fi; SFP-модули; PoE-коммутаторы; сетевые контроллеры,3,Eltex; Satel; Вектор,2,Eltex; ITK,2,0,assets/img/solutions/detail/low-current/low-current-video-surveillance-and-network-equipment-active-lan-equipment.webp,true,1200,900,108088,65003efcccb4,009e9e9e0e0c0cc8,20.2,23.7,5.75,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,low-current,Слаботочные сети и связь,video-surveillance-and-network-equipment,Видеонаблюдение и сетевое оборудование,video-surveillance-equipment,Оборудование видеонаблюдения,solution-low-current-video-surveillance-and-network-equipment.html,7,IP-камеры; аналоговые камеры; видеорегистраторы; серверы видеонаблюдения; видеостены; объективы и аксессуары; аналитика видеонаблюдения,8,RVI; Dahua; HikVision; HiWatch; IDIS; НИЦ 360; LPA; ISS,1,IDIS,1,0,assets/img/solutions/detail/low-current/low-current-video-surveillance-and-network-equipment-video-surveillance-equipment.webp,true,1200,900,95888,4b2432e0188a,03070706f8e80f07,44.9,35.7,6.70,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,low-current,Слаботочные сети и связь,video-surveillance-and-network-equipment,Видеонаблюдение и сетевое оборудование,video-surveillance-systems,Системы видеонаблюдения,solution-low-current-video-surveillance-and-network-equipment.html,7,IP-камеры; аналоговые камеры; видеорегистраторы; серверы видеонаблюдения; мониторы; коммутаторы PoE; крепления и комплектующие,0,,1,IDIS,1,0,assets/img/solutions/detail/low-current/low-current-video-surveillance-and-network-equipment-video-surveillance-systems.webp,true,1200,900,79454,ce1657a96009,10170f0f2f607c00,36.0,41.9,6.53,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,low-current,Слаботочные сети и связь,cable-networks-and-fols,Кабельные сети и ВОЛС,fiber-optic-cable,Волоконно-оптический кабель,solution-low-current-cable-networks-and-fols.html,7,грунтовый ВОК; ВОК для кабельной канализации; ВОК для прокладки в трубах; подвесной ВОК; самонесущий ВОК; дроп-кабель; комбинированный ВОК,1,Интегра Кабель,2,Интегра Кабель; ITK,2,0,assets/img/solutions/detail/low-current/low-current-cable-networks-and-fols-fiber-optic-cable.webp,true,1200,900,130702,4cbcf62abdeb,783171212ddede4c,56.9,39.1,7.05,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,low-current,Слаботочные сети и связь,cable-networks-and-fols,Кабельные сети и ВОЛС,sks-kns-i-inzhenernoe-oborudovanie,"СКС, КНС и инженерное оборудование",solution-low-current-cable-networks-and-fols.html,1,"СКС, КНС и инженерное оборудование",0,,1,ITK,1,0,assets/img/solutions/detail/low-current/low-current-cable-networks-and-fols-sks-kns-i-inzhenernoe-oborudovanie.webp,true,1200,900,58704,04ff331a8561,7e7e7e3c3c380000,50.7,36.0,6.79,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,low-current,Слаботочные сети и связь,pass-management-automation,Системы автоматизации пропускного режима,pass-terminals-and-queue-systems,"Программно-аппаратные комплексы, терминалы выдачи пропусков, системы электронных очередей",solution-low-current-pass-management-automation.html,6,терминалы выдачи пропусков; системы электронной очереди; ПО бюро пропусков; рабочие места администратора; сканеры документов; интеграционные модули,2,Инсайрес; Альфаматика,2,ONI; Альфаматика,2,0,assets/img/solutions/detail/low-current/low-current-pass-management-automation-pass-terminals-and-queue-systems.webp,true,1200,900,46318,e3aa8b4c4fc0,00d0d8d8f8f87066,46.7,37.9,6.77,1,1
