direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"ООО ""Бронотекс""","ООО ""Бронотекс""",ooo-bronoteks,https://bronotex.ru,assets/img/logos/vendors/import-20260630/ooo-bronoteks.png,https://bronotex.ru/bitrix/templates/furniture_red/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 65. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,завод ЦСП,"ООО ""КАМИ-ГРУПП""","ООО ""КАМИ-ГРУПП""",ooo-kami-grupp,https://stanki.ru,assets/img/logos/vendors/import-20260630/ooo-kami-grupp.svg,https://www.stanki.ru/bitrix/templates/2023/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: завод ЦСП, row 2. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"ООО ""СЭСТ-ЛЮВЭ""","ООО ""СЭСТ-ЛЮВЭ""",ooo-sest-lyuve,https://luvegroup.com,assets/img/logos/vendors/import-20260630/ooo-sest-lyuve.svg,https://lu-ve.com/wp-content/uploads/2025/08/luve-logo-symbol-only.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 74. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"ООО ""Феррони""","ООО ""Феррони""",ooo-ferroni,https://ferroni-doors.ru,assets/img/logos/vendors/import-20260630/ooo-ferroni.svg,https://ferroni-doors.ru/assets/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 72. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,ООО «АФК Лидер»,ООО «АФК Лидер»,ooo-afk-lider,https://afkleader.ru,assets/img/logos/vendors/import-20260630/ooo-afk-lider.png,https://afkleader.ru/local/templates/fasad/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 107. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,ООО «Изомакс Рус»,ООО «Изомакс Рус»,ooo-izomaks-rus,https://isomaxrus.ru,assets/img/logos/vendors/import-20260630/ooo-izomaks-rus.svg,https://isomaxrus.ru/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 2. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,ООО «ПФ Хаммер»,ООО «ПФ Хаммер»,ooo-pf-hammer,https://xammer-luki.ru,assets/img/logos/vendors/import-20260630/ooo-pf-hammer.svg,https://www.xammer-luki.ru:443/local/templates/xammer/src/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 23. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,ООО «ТД «РусКомпозит»,ООО «ТД «РусКомпозит»,ooo-td-ruskompozit,https://t-decks.ru,assets/img/logos/vendors/import-20260630/ooo-td-ruskompozit.png,https://t-decks.ru/images/logotdesk.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 13. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2025,ООО Век,ООО Век,ooo-vek,https://plast-vek.ru,assets/img/logos/vendors/import-20260630/ooo-vek.svg,https://plast-vek.ru/image/catalog/vek-logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2025, row 12. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,ООО Невидимые решетки,ООО Невидимые решетки,ooo-nevidimye-reshetki,https://invisiline.ru,assets/img/logos/vendors/import-20260630/ooo-nevidimye-reshetki.svg,https://invisiline.ru/assets/img/new_full_logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 30. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2025,ООО Техносервис,ООО Техносервис,ooo-tehnoservis,https://www.selecta.ru/,assets/img/logos/vendors/import-20260630/ooo-tehnoservis.png,https://www.selecta.ru/assets/selecta_logo_full.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2025, row 47. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2025,ООО ФАБРИКА ЛЕСТНИЦ ЭЙФЕЛЬ,ООО ФАБРИКА ЛЕСТНИЦ ЭЙФЕЛЬ,ooo-fabrika-lestnits-eyfel,https://fabrika-lestnic.ru,assets/img/logos/vendors/import-20260630/ooo-fabrika-lestnits-eyfel.png,https://fabrika-lestnic.ru/upload/landing/85d/v07gmn03yzu2seebranekc89bw9s0dxv.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2025, row 9. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Древесно плитные,Пешелань,Пешелань,peshelan,https://pgz-dekor.ru,assets/img/logos/vendors/import-20260630/peshelan.svg,https://www.pgz-dekor.ru/local/templates/pgz/img/i-logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Древесно плитные , row 9. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Свеза_Манутрово,Свеза_Манутрово,sveza-manutrovo,https://sveza.com,assets/img/logos/vendors/import-20260630/sveza-manutrovo.svg,https://sveza.com/local/templates/sveza/html/build/assets/img/logo_en.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 80. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Смоленский ДОК,Смоленский ДОК,smolenskiy-dok,https://smoldok.ru,assets/img/logos/vendors/import-20260630/smolenskiy-dok.png,http://smoldok.ru/files/315/logo1.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 14. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Старвуд,Старвуд,starvud,https://starwoodnn.com,assets/img/logos/vendors/import-20260630/starvud.png,https://starwoodnn.com/wp-content/themes/starwoodnn/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 37. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,Старопетровское,Старопетровское,staropetrovskoe,https://kcstaro.ru,assets/img/logos/vendors/import-20260630/staropetrovskoe.jpg,https://kcstaro.ru/upload/iblock/43e/95vf9pbp4xjpfiti2o4rxez46tkoozia/GEOTILES_logo.jpg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 66. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Сыктывкар ФК,Сыктывкар ФК,syktyvkar-fk,https://syply.ru,assets/img/logos/vendors/import-20260630/syktyvkar-fk.svg,https://www.syply.com/netcat_template/images/logo_syply.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 70. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"ТПК ""Татполимер""","ТПК ""Татполимер""",tpk-tatpolimer,https://tatpolimer.ru,assets/img/logos/vendors/import-20260630/tpk-tatpolimer.png,https://www.tatpolimer.ru/wp-content/uploads/2018/04/cropped-logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 28. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"Торговый Дом ""МИСТИ""","Торговый Дом ""МИСТИ""",torgovyy-dom-misti,https://mistytd.ru,assets/img/logos/vendors/import-20260630/torgovyy-dom-misti.png,https://mistyofficial.ru/img/siteimg/footer-logo_300_125.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 78. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,ОСБ,Уральский завод ОСБ,Уральский завод ОСБ,uralskiy-zavod-osb,https://uralosb.ru,assets/img/logos/vendors/import-20260630/uralskiy-zavod-osb.png,https://uralosb.ru/assets/static/img/logo-1.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ОСБ , row 6. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Фанпром,Фанпром,fanprom,https://starwoodnn.com,assets/img/logos/vendors/import-20260630/fanprom.png,https://starwoodnn.com/wp-content/themes/starwoodnn/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 95. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Мосбилд 2024,"Холдинг ""Герметик Центр""","Холдинг ""Герметик Центр""",holding-germetik-tsentr,https://mastersil.ru,assets/img/logos/vendors/import-20260630/holding-germetik-tsentr.svg,https://mastersil.ru/local/templates/msil/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Мосбилд 2024, row 20. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,Холм-Жирковский,Холм-Жирковский,holm-zhirkovskiy,https://smolenskfanera.ru,assets/img/logos/vendors/import-20260630/holm-zhirkovskiy.png,http://smolenskfanera.ru/files/110/logotip.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 8. Logo source: official site."
Конструктивные решения,Древесно-плитные материалы,Древесно-плитные материалы,Фанера,ЧФМК,ЧФМК,chfmk,https://cfmk.ru,assets/img/logos/vendors/import-20260630/chfmk.png,https://www.cfmk.ru/wp-content/uploads/2019/08/Logo_green_color.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Фанера, row 25. Logo source: official site."
Конструктивные решения,Инертные и сыпучие материалы,Щебень,Щебень,ННК,ННК,nnk,https://nnk.ru/,assets/img/logos/vendors/nnk.svg,https://nnk.ru/js/common.js#logo,logo_ready,medium,official_p2_remaining_groups_20260706,Official NNK site uses an inline SVG symbol logo in its JS bundle; supplier/product relation to crushed stone was checked from the official site menu/source and remains medium confidence until procurement confirms exact plants.
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Cybersteel,Cybersteel,cybersteel,https://cybersteel.com,assets/img/logos/vendors/import-20260630/cybersteel.svg,https://cybersteel.com/safari-pinned-tab.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 88. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Блоки,INSTKULT,INSTKULT,instkult,https://istkult.ru,assets/img/logos/vendors/import-20260630/instkult.png,https://istkult.ru/include/logotype.png,logo_ready,high,supplier_import_20260630_official_site,"Official logotype PNG, supplier table row contained contacts URL in the company name, normalized to brand name."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Marcegaglia,Marcegaglia,marcegaglia,https://marcegaglia.com,assets/img/logos/vendors/import-20260630/marcegaglia.png,https://www.marcegaglia.com/officialwebsite/wp-content/uploads/2022/04/Marcegaglia-logo-partner-acciaio-steel.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 117. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Блоки,АЛЬФАТЕКС ООО,АЛЬФАТЕКС ООО,alfateks-ooo,https://alfa-teks.ru,assets/img/logos/vendors/import-20260630/alfateks-ooo.png,https://alfa-teks.ru/upload/iblock/905/56xkjlt1cs2uo2gup2k3mzr7dz1tf5p1.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Блоки , row 5. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,металлоконструкции и изделия,АНТ-ИНЖИНИРИНГ ООО,АНТ-ИНЖИНИРИНГ ООО,ant-inzhiniring-ooo,https://ant-prom.ru,assets/img/logos/vendors/import-20260630/ant-inzhiniring-ooo.png,https://ant-prom.ru/uploads/1756041854666-logo-dark-1-.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: металлоконструкции и изделия , row 18. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,"АО ""Алюминий Металлург Рус""","АО ""Алюминий Металлург Рус""",ao-alyuminiy-metallurg-rus,https://amrbk.ru,assets/img/logos/vendors/import-20260630/ao-alyuminiy-metallurg-rus.png,https://amrbk.ru/bitrix/templates/AMR/theme/images/logo-black.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 119. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,СВаи,"АО ""Завод промстройдеталей""","АО ""Завод промстройдеталей""",ao-zavod-promstroydetaley,https://zavodpsd.ru,assets/img/logos/vendors/import-20260630/ao-zavod-promstroydetaley.png,https://zavodpsd.ru/bitrix/templates/zspd/img/logo_new.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: СВаи , row 5. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Ашинский металлугрический завод,Ашинский металлугрический завод,ashinskiy-metallugricheskiy-zavod,https://amet.ru,assets/img/logos/vendors/import-20260630/ashinskiy-metallugricheskiy-zavod.png,https://amet.ru/bitrix/templates/amet/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 81. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Кирпич,"Белкерамик, г. Белгород","Белкерамик, г. Белгород",belkeramik-g-belgorod,https://bel-keram.ru,assets/img/logos/vendors/import-20260630/belkeramik-g-belgorod.png,https://bel-keram.ru/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Кирпич , row 53. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,СВаи,ГК Монолит Сервис - Производство ЖБИ,ГК Монолит Сервис - Производство ЖБИ,gk-monolit-servis-proizvodstvo-zhbi,https://pkf-st.ru,assets/img/logos/vendors/import-20260630/gk-monolit-servis-proizvodstvo-zhbi.png,https://pkf-st.ru/t/v2056/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: СВаи , row 6. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,ГЛАВТЕХКОНСТРУКЦИЯ,ГЛАВТЕХКОНСТРУКЦИЯ,glavtehkonstruktsiya,https://glavtk.ru,assets/img/logos/vendors/import-20260630/glavtehkonstruktsiya.svg,https://glavtk.ru/img/logo-header.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 166. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Опалубка Балка,Дмитровский Завод Строительной Опалубки,Дмитровский Завод Строительной Опалубки,dmitrovskiy-zavod-stroitelnoy-opalubki,https://dzsl.ru,assets/img/logos/vendors/import-20260630/dmitrovskiy-zavod-stroitelnoy-opalubki.png,https://dzsl.ru/images/logo-h170.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опалубка Балка, row 53. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,металлоконструкции и изделия,Завод Дорожных Конструкций «Соламир»,Завод Дорожных Конструкций «Соламир»,zavod-dorozhnyh-konstruktsiy-solamir,https://solamir.ru,assets/img/logos/vendors/import-20260630/zavod-dorozhnyh-konstruktsiy-solamir.png,https://solamir.ru/templates/at_services/images/presets/preset1/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: металлоконструкции и изделия , row 38. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,КМК ТЭМПО АО,КМК ТЭМПО АО,kmk-tempo-ao,https://kmk-tempo.ru,assets/img/logos/vendors/import-20260630/kmk-tempo-ao.svg,https://kmk-tempo.ru/netcat_files/cs/KMK_TEMPO_LOGO_sin.svg?v=2,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 2. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Блоки,КСЗ АО,КСЗ АО,ksz-ao,https://silikat.ru,assets/img/logos/vendors/import-20260630/ksz-ao.png,http://www.silikat.ru/icms/templates/tmpl1/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Блоки , row 6. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,КУЗОЦМ,КУЗОЦМ,kuzotsm,https://kuzocm.ru,assets/img/logos/vendors/import-20260630/kuzotsm.svg,https://kuzocm.ru/local/templates/kuzocm_new/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Official SVG, readable site-card variant uses black lettering on white cards."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Композитная арматура,Курский Завод Композитных Материалов,Курский Завод Композитных Материалов,kurskiy-zavod-kompozitnyh-materialov,https://kzkm.org,assets/img/logos/vendors/import-20260630/kurskiy-zavod-kompozitnyh-materialov.jpg,https://kzkm.org/images/og_logo.jpg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Композитная арматура , row 4. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Опалубка Балка,МОНОЛИТКОМПЛЕКТ-ИНВЕСТ,МОНОЛИТКОМПЛЕКТ-ИНВЕСТ,monolitkomplekt-invest,https://opalubka.by,assets/img/logos/vendors/import-20260630/monolitkomplekt-invest.svg,https://opalubka.by/Geoplast-Logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опалубка Балка, row 63. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Все для кровли,Металл Профиль,Металл Профиль,metall-profil,https://metallprofil.ru,assets/img/logos/vendors/import-20260630/metall-profil.svg,https://metallprofil.ru/favicon/safari-pinned-tab.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Все для кровли , row 30. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,МЕталлокасеты,Метстальгрупп,Метстальгрупп,metstalgrupp,https://metstal.ru,assets/img/logos/vendors/import-20260630/metstalgrupp.png,https://metstal.ru/i/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: МЕталлокасеты , row 5. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Метчив,Метчив,metchiv,https://tdmchel.ru,assets/img/logos/vendors/import-20260630/metchiv.svg,https://tdmchel.ru/favicon.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 121. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,ЖБИ,Монолит-сервис,Монолит-сервис,monolit-servis,https://pkf-st.ru,assets/img/logos/vendors/import-20260630/monolit-servis.png,https://pkf-st.ru/t/v2056/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ЖБИ, row 13. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,НИЖНЕТАГИЛЬСКИЙ ТРУБНЫЙ ЗАВОД МЕТАЛЛИНВЕСТ,НИЖНЕТАГИЛЬСКИЙ ТРУБНЫЙ ЗАВОД МЕТАЛЛИНВЕСТ,nizhnetagilskiy-trubnyy-zavod-metallinvest,https://tagil-steel.ru,assets/img/logos/vendors/import-20260630/nizhnetagilskiy-trubnyy-zavod-metallinvest.svg,https://tagil-steel.ru/local/templates/base/assets/img/logo.svg?1657984754423,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 93. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,НОВОРОССИЙСКИЙ ПРОКАТНЫЙ ЗАВОД ООО,НОВОРОССИЙСКИЙ ПРОКАТНЫЙ ЗАВОД ООО,novorossiyskiy-prokatnyy-zavod-ooo,https://ooonpz.ru,assets/img/logos/vendors/import-20260630/novorossiyskiy-prokatnyy-zavod-ooo.svg,https://ooonpz.ru/images/site/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 37. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,НТПЗ ООО,НТПЗ ООО,ntpz-ooo,https://ntpz.ru,assets/img/logos/vendors/import-20260630/ntpz-ooo.svg,https://ntpz.ru/local/templates/b2eng_new/img/header/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 11. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,ЖБИ,"ОАО ""Гомельжелезобетон""","ОАО ""Гомельжелезобетон""",oao-gomelzhelezobeton,https://gomelbeton.by,assets/img/logos/vendors/import-20260630/oao-gomelzhelezobeton.svg,https://gomelbeton.by/wp-content/uploads/2020/06/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ЖБИ, row 22. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Цемент,"ООО ""Магнитогорский цементно-огнеупорный завод""","ООО ""Магнитогорский цементно-огнеупорный завод""",ooo-magnitogorskiy-tsementno-ogneupornyy-zavod,https://mcoz.mmk.ru,assets/img/logos/vendors/import-20260630/ooo-magnitogorskiy-tsementno-ogneupornyy-zavod.gif,https://mcoz.mmk.ru/bitrix/templates/mcoz/images/company_logo.gif,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Цемент , row 9. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,СВАИ ЖБИ,"ООО ""Монолит-сервис""","ООО ""Монолит-сервис""",ooo-monolit-servis,https://pkf-st.ru,assets/img/logos/vendors/import-20260630/ooo-monolit-servis.png,https://pkf-st.ru/t/v2056/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: СВАИ ЖБИ, row 4. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,керамзит блоки,ООО «Алексинский керамзитовый завод»,ООО «Алексинский керамзитовый завод»,ooo-aleksinskiy-keramzitovyy-zavod,https://keramzit-aleksin.ru,assets/img/logos/vendors/import-20260630/ooo-aleksinskiy-keramzitovyy-zavod.png,https://www.keramzit-aleksin.ru/assets/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: керамзит блоки, row 11. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Хризотилцементные листы,ООО «Уральский асбоцементный завод»,ООО «Уральский асбоцементный завод»,ooo-uralskiy-asbotsementnyy-zavod,https://www.uralasbest.ru/,assets/img/logos/vendors/import-20260630/ooo-uralskiy-asbotsementnyy-zavod.png,https://www.uralasbest.ru/assets/templates/image/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Хризотилцементные листы, row 7. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Опалубка Балка,ООО «Уровень»,ООО «Уровень»,ooo-uroven,https://opalubkavspb.ru,assets/img/logos/vendors/import-20260630/ooo-uroven.webp,https://opalubkavspb.ru/templates/new-site2/images/logo.webp,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опалубка Балка, row 14. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Сендвич панели,ООО ЗАВОД «МРС,ООО ЗАВОД «МРС,ooo-zavod-mrs,https://mrs48.ru,assets/img/logos/vendors/import-20260630/ooo-zavod-mrs.svg,https://mrs48.ru/pro/img/icons/max-app-logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Сендвич панели , row 20. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,ЖБИ,ООО Сафоновский завод жби,ООО Сафоновский завод жби,ooo-safonovskiy-zavod-zhbi,https://szgbi.ru,assets/img/logos/vendors/import-20260630/ooo-safonovskiy-zavod-zhbi.svg,https://szgbi.ru/wp-content/uploads/2025/09/logoszgbi.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ЖБИ, row 5. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,СВаи,ООО ТД БЕРОТЕК,ООО ТД БЕРОТЕК,ooo-td-berotek,https://plitapb.ru,assets/img/logos/vendors/import-20260630/ooo-td-berotek.png,https://plitapb.ru/upload/logoppb.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: СВаи , row 4. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,ООО “РМИ-Сталь”,ООО “РМИ-Сталь”,ooo-rmi-stal,https://akron-holding.ru,assets/img/logos/vendors/import-20260630/ooo-rmi-stal.svg,https://www.akron-holding.ru/local/templates/akron-holding/assets/images/logo-white.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 118. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,ООО”УМК”,ООО”УМК”,ooo-umk,https://uralmetalcompany.ru,assets/img/logos/vendors/import-20260630/ooo-umk.svg,https://umc.market/local/templates/umcmarket/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 129. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,ЖБИ,Очаковский завод ЖБИ,Очаковский завод ЖБИ,ochakovskiy-zavod-zhbi,https://okgbi.ru,assets/img/logos/vendors/import-20260630/ochakovskiy-zavod-zhbi.png,https://okgbi.ru/include/logotype.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ЖБИ, row 12. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,ПО НВТЗ ООО,ПО НВТЗ ООО,po-nvtz-ooo,https://ponvtz.ru,assets/img/logos/vendors/import-20260630/po-nvtz-ooo.svg,https://ponvtz.ru/local/templates/akras/images/logo_head.svg?v=1.0,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 52. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,Металл,Петросталь,Петросталь,petrostal,https://mpstal.ru,assets/img/logos/vendors/import-20260630/petrostal.svg,https://mpstal.ru/static/i/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Металл, row 72. Logo source: official site."
Конструктивные решения,Конструктивные решения,Конструктивные решения,ЖБИ,Производственная Компания «ЖБИ 50»,Производственная Компания «ЖБИ 50»,proizvodstvennaya-kompaniya-zhbi-50,https://zhbi50.ru,assets/img/logos/vendors/import-20260630/proizvodstvennaya-kompaniya-zhbi-50.png,https://zhbi50.ru/template/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ЖБИ, row 16. Logo source: official site."
